,name_x,free_bikes,longitude,latitude,fsq_id,category_id,category_name,distance,country,city,address,name_y
1483,,,2.366,48.865,548c8b5c498eff940216227a,13025.0,Wine Bar,352.0,FR,Paris,24 boulevard du Temple,Restaurant Martin
1484,,,2.363,48.871,4b5eec5df964a520129e29e3,13002.0,Bakery,402.0,FR,Paris,34 rue Yves Toudic 10e,Du Pain et des Idées
1485,,,2.363,48.871,4b5eec5df964a520129e29e3,13002.0,Bakery,234.0,FR,Paris,34 rue Yves Toudic 10e,Du Pain et des Idées
1486,,,2.367,48.864,587c9bbf286804584a1f28c6,13379.0,Vietnamese Restaurant,434.0,FR,Paris,129 rue Amelot,Banoi
1487,,,2.338,48.858,4adcda09f964a520ff3321e3,16026.0,Monument,310.0,FR,Paris,Pont des Arts,Pont des Arts
1488,,,2.337,48.86,5864efb745c3ed1e7d88e96d,10016.0,Exhibit,420.0,FR,Paris,Musée du Louvre,Venus of Milo (Vénus de Milo)
1489,,,2.331,48.854,4bc094f1920eb713a51b192c,17043.0,Clothing Store,396.0,FR,Paris,173 boulevard Saint Germain,Ralph Lauren
1490,,,2.331,48.854,4bc094f1920eb713a51b192c,17043.0,Clothing Store,520.0,FR,Paris,173 boulevard Saint Germain,Ralph Lauren
1491,,,2.331,48.854,4bc094f1920eb713a51b192c,17043.0,Clothing Store,285.0,FR,Paris,173 boulevard Saint Germain,Ralph Lauren
1492,,,2.331,48.854,4bc094f1920eb713a51b192c,17043.0,Clothing Store,331.0,FR,Paris,173 boulevard Saint Germain,Ralph Lauren
1493,,,2.339,48.86,4c079d740ed3c928b6be797d,16007.0,Building / Structure,511.0,FR,Paris,Musée du Louvre,Cour Carrée
1494,,,2.336,48.861,4adcda10f964a520af3521e3,10027.0,Museum,502.0,FR,Paris,99 rue de Rivoli,The Louvre (Musée du Louvre)
1495,,,2.332,48.853,58553800fad9dc06353fb898,13298.0,Lebanese Restaurant,424.0,FR,Paris,5 rue Bernard Palissy 75006,Cook'n Saj
1496,,,2.332,48.853,58553800fad9dc06353fb898,13298.0,Lebanese Restaurant,544.0,FR,Paris,5 rue Bernard Palissy 75006,Cook'n Saj
1497,,,2.332,48.853,58553800fad9dc06353fb898,13298.0,Lebanese Restaurant,185.0,FR,Paris,5 rue Bernard Palissy 75006,Cook'n Saj
1498,,,2.332,48.853,58553800fad9dc06353fb898,13298.0,Lebanese Restaurant,407.0,FR,Paris,5 rue Bernard Palissy 75006,Cook'n Saj
1499,,,2.335,48.879,503fdaf5e4b003e2b260a76a,13148.0,French Restaurant,203.0,FR,Paris,25 rue la Bruyère,Les Canailles
1500,,,2.34,48.88,4d230a536e8c370402f210a0,13027.0,Bistro,222.0,FR,Paris,3 rue Victor Massé 9e,Le Pantruche
1501,,,2.341,48.881,4cdd3e1f3f6a8cfa698bf6ea,13035.0,Coffee Shop,289.0,FR,Paris,53 avenue Trudaine 9e,KBCafeshop
1502,,,2.341,48.877,527408dd498ed7d6a01dcdc8,13027.0,Bistro,338.0,FR,Paris,8 rue Hippolyte Lebas Paris,Caillebotte
1503,,,2.338,48.885,4b115ed4f964a520157b23e3,16041.0,Plaza,574.0,FR,Paris,1 place des Abbesses,Place des Abbesses
1504,,,2.343,48.883,4adcda17f964a5204f3821e3,10037.0,Concert Hall,578.0,FR,Paris,80 boulevard de Rochechouart 18e,Le Trianon
1505,,,2.343,48.883,4adcda17f964a5204f3821e3,10037.0,Concert Hall,912.0,FR,Paris,80 boulevard de Rochechouart 18e,Le Trianon
1506,,,2.331,48.875,4b3159a7f964a5203e0525e3,10039.0,Music Venue,626.0,FR,Paris,25 rue de Mogador 75009,Théâtre Mogador
1507,,,2.331,48.875,4b3159a7f964a5203e0525e3,10039.0,Music Venue,227.0,FR,Paris,25 rue de Mogador 75009,Théâtre Mogador
1508,,,2.336,48.885,4b980630f964a520ed2635e3,13236.0,Italian Restaurant,668.0,FR,Paris,5 rue Audran,Al Caratello
1509,,,2.332,48.874,5dd296bdd3fbb90007e2e259,13059.0,Juice Bar,748.0,FR,Paris,40 boulevard Haussmann,Joe & The Juice
1510,,,2.332,48.874,5dd296bdd3fbb90007e2e259,13059.0,Juice Bar,276.0,FR,Paris,40 boulevard Haussmann,Joe & The Juice
1511,,,2.332,48.873,4bc9d4260687ef3b1b88dacc,17033.0,Department Store,762.0,FR,Paris,40 boulevard Haussmann,Galeries Lafayette
1512,,,2.332,48.873,4bc9d4260687ef3b1b88dacc,17033.0,Department Store,296.0,FR,Paris,40 boulevard Haussmann,Galeries Lafayette
1513,,,2.384,48.855,50a68565e4b0540fe03b01ff,17058.0,Beer Store,641.0,FR,Paris,101 rue de Charonne,Paris Saint Biere
1514,,,2.38,48.854,50edcbb9e4b0f4e820906b4e,17080.0,Wine Store,926.0,FR,Paris,3 rue Basfroi 11e,Septime la Cave
1515,,,2.38,48.854,50edcbb9e4b0f4e820906b4e,17080.0,Wine Store,1523.0,FR,Paris,3 rue Basfroi 11e,Septime la Cave
1516,,,2.38,48.854,50edcbb9e4b0f4e820906b4e,17080.0,Wine Store,6903.0,FR,Paris,3 rue Basfroi 11e,Septime la Cave
1517,,,2.38,48.854,50edcbb9e4b0f4e820906b4e,17080.0,Wine Store,657.0,FR,Paris,3 rue Basfroi 11e,Septime la Cave
1518,,,2.381,48.854,527d495611d201ce6ba8fb48,13338.0,Seafood Restaurant,899.0,FR,Paris,80 rue de Charonne Paris,Clamato
1519,,,2.381,48.854,527d495611d201ce6ba8fb48,13338.0,Seafood Restaurant,1510.0,FR,Paris,80 rue de Charonne Paris,Clamato
1520,,,2.381,48.854,527d495611d201ce6ba8fb48,13338.0,Seafood Restaurant,6874.0,FR,Paris,80 rue de Charonne Paris,Clamato
1521,,,2.381,48.851,515f4bd0e4b03c1e7855b051,17111.0,Pop-Up Store,973.0,FR,Paris,8 rue Saint-Bernard,Mel
1522,,,2.381,48.851,515f4bd0e4b03c1e7855b051,17111.0,Pop-Up Store,1205.0,FR,Paris,8 rue Saint-Bernard,Mel
1523,,,2.381,48.851,515f4bd0e4b03c1e7855b051,17111.0,Pop-Up Store,3923.0,FR,Paris,8 rue Saint-Bernard,Mel
1524,,,2.381,48.851,515f4bd0e4b03c1e7855b051,17111.0,Pop-Up Store,6735.0,FR,Paris,8 rue Saint-Bernard,Mel
1525,,,2.378,48.857,50543808c84c7e50721da3a6,13145.0,Fast Food Restaurant,1026.0,FR,Paris,85 rue de la Roquette 11e,Chez Aline
1526,,,2.378,48.857,50543808c84c7e50721da3a6,13145.0,Fast Food Restaurant,420.0,FR,Paris,85 rue de la Roquette 11e,Chez Aline
1527,,,2.381,48.85,4b76f8eaf964a5200f702ee3,13027.0,Bistro,1070.0,FR,Paris,43-45 rue de Citeaux,L'Ebauchoir
1528,,,2.381,48.85,4b76f8eaf964a5200f702ee3,13027.0,Bistro,1103.0,FR,Paris,43-45 rue de Citeaux,L'Ebauchoir
1529,,,2.381,48.85,4b76f8eaf964a5200f702ee3,13027.0,Bistro,3797.0,FR,Paris,43-45 rue de Citeaux,L'Ebauchoir
1530,,,2.381,48.85,4b76f8eaf964a5200f702ee3,13027.0,Bistro,6734.0,FR,Paris,43-45 rue de Citeaux,L'Ebauchoir
1531,,,2.381,48.862,5ad06f59febf316801ad0305,10028.0,Art Museum,1065.0,FR,Paris,38 rue Saint-Maur,Atelier des Lumières
1532,,,2.38,48.862,5585787e498edcdb3d541bd5,13002.0,Bakery,1138.0,FR,Paris,10 Passage Rochebrune 11e,Broken Biscuits
1533,,,2.378,48.851,55199c44498ed951dcccdda3,13236.0,Italian Restaurant,1209.0,FR,Paris,133 rue du Faubourg Saint-Antoine,East Mamma
1534,,,2.378,48.851,55199c44498ed951dcccdda3,13236.0,Italian Restaurant,1344.0,FR,Paris,133 rue du Faubourg Saint-Antoine,East Mamma
1535,,,2.375,48.855,4d38b652acf1b60c57ad8318,13347.0,Tapas Restaurant,1293.0,FR,Paris,22 rue des Taillandiers,Le Chat Ivre
1536,,,2.375,48.855,4d38b652acf1b60c57ad8318,13347.0,Tapas Restaurant,272.0,FR,Paris,22 rue des Taillandiers,Le Chat Ivre
1537,,,2.383,48.837,4adcda15f964a520873721e3,10027.0,Museum,544.0,FR,Paris,51 rue de Bercy,La Cinémathèque française
1538,,,2.383,48.837,4adcda15f964a520873721e3,10027.0,Museum,2418.0,FR,Paris,51 rue de Bercy,La Cinémathèque française
1539,,,2.383,48.837,4adcda15f964a520873721e3,10027.0,Museum,6460.0,FR,Paris,51 rue de Bercy,La Cinémathèque française
1540,,,2.383,48.837,4adcda15f964a520873721e3,10027.0,Museum,4751.0,FR,Paris,51 rue de Bercy,La Cinémathèque française
1541,,,2.382,48.844,591624431b0ea52ea821c07b,13006.0,Beer Bar,544.0,FR,Paris,81 rue du Charolais 12e,Ground Control
1542,,,2.382,48.844,591624431b0ea52ea821c07b,13006.0,Beer Bar,3070.0,FR,Paris,81 rue du Charolais 12e,Ground Control
1543,,,2.382,48.844,591624431b0ea52ea821c07b,13006.0,Beer Bar,5406.0,FR,Paris,81 rue du Charolais 12e,Ground Control
1544,,,2.389,48.833,4b4f8c95f964a520000b27e3,10028.0,Art Museum,893.0,FR,Paris,53 avenue des Terroirs de France,Musée des Arts Forains
1545,,,2.389,48.833,4b4f8c95f964a520000b27e3,10028.0,Art Museum,2099.0,FR,Paris,53 avenue des Terroirs de France,Musée des Arts Forains
1546,,,2.389,48.833,4b4f8c95f964a520000b27e3,10028.0,Art Museum,5991.0,FR,Paris,53 avenue des Terroirs de France,Musée des Arts Forains
1547,,,2.389,48.833,4b4f8c95f964a520000b27e3,10028.0,Art Museum,4372.0,FR,Paris,53 avenue des Terroirs de France,Musée des Arts Forains
1548,,,2.376,48.832,4b1cf16ef964a5209f0a24e3,10024.0,Movie Theater,1297.0,FR,Paris,128-162 avenue de France 13e,MK2 Bibliothèque
1549,,,2.376,48.832,4b1cf16ef964a5209f0a24e3,10024.0,Movie Theater,1808.0,FR,Paris,128-162 avenue de France 13e,MK2 Bibliothèque
1550,,,2.376,48.832,4b1cf16ef964a5209f0a24e3,10024.0,Movie Theater,6959.0,FR,Paris,128-162 avenue de France 13e,MK2 Bibliothèque
1551,,,2.376,48.832,4b1cf16ef964a5209f0a24e3,10024.0,Movie Theater,1674.0,FR,Paris,128-162 avenue de France 13e,MK2 Bibliothèque
1552,,,2.376,48.832,4b1cf16ef964a5209f0a24e3,10024.0,Movie Theater,4133.0,FR,Paris,128-162 avenue de France 13e,MK2 Bibliothèque
1553,,,2.406,48.836,4bb4c84d8786ef3b42a66533,13002.0,Bakery,1444.0,FR,Paris,278 avenue Daumesnil,Vandermeersch
1554,,,2.406,48.836,4bb4c84d8786ef3b42a66533,13002.0,Bakery,3054.0,FR,Paris,278 avenue Daumesnil,Vandermeersch
1555,,,2.406,48.836,4bb4c84d8786ef3b42a66533,13002.0,Bakery,4767.0,FR,Paris,278 avenue Daumesnil,Vandermeersch
1556,,,2.406,48.836,4bb4c84d8786ef3b42a66533,13002.0,Bakery,5107.0,FR,Paris,278 avenue Daumesnil,Vandermeersch
1557,,,2.325,48.851,4b2e385bf964a52067dd24e3,17033.0,Department Store,54.0,FR,Paris,24 rue de Sèvres,Le Bon Marché
1558,,,2.325,48.851,4b2e385bf964a52067dd24e3,17033.0,Department Store,474.0,FR,Paris,24 rue de Sèvres,Le Bon Marché
1559,,,2.325,48.851,4b2e385bf964a52067dd24e3,17033.0,Department Store,271.0,FR,Paris,24 rue de Sèvres,Le Bon Marché
1560,,,2.325,48.851,4b2e385bf964a52067dd24e3,17033.0,Department Store,496.0,FR,Paris,24 rue de Sèvres,Le Bon Marché
1561,,,2.325,48.851,4b2e385bf964a52067dd24e3,17033.0,Department Store,787.0,FR,Paris,24 rue de Sèvres,Le Bon Marché
1562,,,2.324,48.85,4adcda21f964a520fc3921e3,17068.0,Gourmet Store,157.0,FR,Paris,38 rue de Sèvres,La Grande Epicerie de Paris
1563,,,2.324,48.85,4adcda21f964a520fc3921e3,17068.0,Gourmet Store,563.0,FR,Paris,38 rue de Sèvres,La Grande Epicerie de Paris
1564,,,2.324,48.85,4adcda21f964a520fc3921e3,17068.0,Gourmet Store,372.0,FR,Paris,38 rue de Sèvres,La Grande Epicerie de Paris
1565,,,2.324,48.85,4adcda21f964a520fc3921e3,17068.0,Gourmet Store,402.0,FR,Paris,38 rue de Sèvres,La Grande Epicerie de Paris
1566,,,2.324,48.85,4adcda21f964a520fc3921e3,17068.0,Gourmet Store,769.0,FR,Paris,38 rue de Sèvres,La Grande Epicerie de Paris
1567,,,2.327,48.851,5c3235b08afbe0002dcd9eb3,13009.0,Cocktail Bar,153.0,FR,Paris,45 boulevard Raspail 6e,Bar Joséphine
1568,,,2.327,48.851,5c3235b08afbe0002dcd9eb3,13009.0,Cocktail Bar,276.0,FR,Paris,45 boulevard Raspail 6e,Bar Joséphine
1569,,,2.327,48.851,5c3235b08afbe0002dcd9eb3,13009.0,Cocktail Bar,237.0,FR,Paris,45 boulevard Raspail 6e,Bar Joséphine
1570,,,2.327,48.851,5c3235b08afbe0002dcd9eb3,13009.0,Cocktail Bar,610.0,FR,Paris,45 boulevard Raspail 6e,Bar Joséphine
1571,,,2.327,48.851,5c3235b08afbe0002dcd9eb3,13009.0,Cocktail Bar,714.0,FR,Paris,45 boulevard Raspail 6e,Bar Joséphine
1572,,,2.324,48.854,5d6ae3b0ca1763000823441b,13322.0,Peruvian Restaurant,327.0,FR,Paris,53 rue de Grenelle,Coya Paris
1573,,,2.324,48.854,5d6ae3b0ca1763000823441b,13322.0,Peruvian Restaurant,535.0,FR,Paris,53 rue de Grenelle,Coya Paris
1574,,,2.324,48.854,5d6ae3b0ca1763000823441b,13322.0,Peruvian Restaurant,177.0,FR,Paris,53 rue de Grenelle,Coya Paris
1575,,,2.324,48.854,5d6ae3b0ca1763000823441b,13322.0,Peruvian Restaurant,829.0,FR,Paris,53 rue de Grenelle,Coya Paris
1576,,,2.328,48.849,4babdad1f964a5205ecf3ae3,17062.0,Chocolate Store,354.0,FR,Paris,16 rue d'Assas,Jean-Charles Rochoux
1577,,,2.328,48.849,4babdad1f964a5205ecf3ae3,17062.0,Chocolate Store,1401.0,FR,Paris,16 rue d'Assas,Jean-Charles Rochoux
1578,,,2.328,48.849,4babdad1f964a5205ecf3ae3,17062.0,Chocolate Store,317.0,FR,Paris,16 rue d'Assas,Jean-Charles Rochoux
1579,,,2.328,48.849,4babdad1f964a5205ecf3ae3,17062.0,Chocolate Store,472.0,FR,Paris,16 rue d'Assas,Jean-Charles Rochoux
1580,,,2.328,48.849,4babdad1f964a5205ecf3ae3,17062.0,Chocolate Store,581.0,FR,Paris,16 rue d'Assas,Jean-Charles Rochoux
1581,,,2.328,48.849,4babdad1f964a5205ecf3ae3,17062.0,Chocolate Store,487.0,FR,Paris,16 rue d'Assas,Jean-Charles Rochoux
1582,,,2.319,48.848,4b4635eff964a520271a26e3,17061.0,Cheese Store,535.0,FR,Paris,62 rue de Sèvres,Fromagerie Quatrehomme
1583,,,2.319,48.848,4b4635eff964a520271a26e3,17061.0,Cheese Store,167.0,FR,Paris,62 rue de Sèvres,Fromagerie Quatrehomme
1584,,,2.319,48.848,4b4635eff964a520271a26e3,17061.0,Cheese Store,796.0,FR,Paris,62 rue de Sèvres,Fromagerie Quatrehomme
1585,,,2.331,48.853,516d9a47e4b004f2bba1f2b9,13072.0,Asian Restaurant,497.0,FR,Paris,6 rue du Sabot,Blueberry
1586,,,2.331,48.853,516d9a47e4b004f2bba1f2b9,13072.0,Asian Restaurant,122.0,FR,Paris,6 rue du Sabot,Blueberry
1587,,,2.331,48.853,516d9a47e4b004f2bba1f2b9,13072.0,Asian Restaurant,381.0,FR,Paris,6 rue du Sabot,Blueberry
1588,,,2.333,48.851,4adcda1ff964a520843921e3,13002.0,Bakery,563.0,FR,Paris,72 rue Bonaparte Paris,Pierre Hermé
1589,,,2.333,48.851,4adcda1ff964a520843921e3,13002.0,Bakery,143.0,FR,Paris,72 rue Bonaparte Paris,Pierre Hermé
1590,,,2.333,48.851,4adcda1ff964a520843921e3,13002.0,Bakery,499.0,FR,Paris,72 rue Bonaparte Paris,Pierre Hermé
1591,,,2.333,48.851,4adcda1ff964a520843921e3,13002.0,Bakery,968.0,FR,Paris,72 rue Bonaparte Paris,Pierre Hermé
1592,,,2.333,48.851,4adcda1ff964a520843921e3,13002.0,Bakery,789.0,FR,Paris,72 rue Bonaparte Paris,Pierre Hermé
1593,,,2.346,48.851,4b588679f964a5201c5c28e3,17018.0,Bookstore,174.0,FR,Paris,67 boulevard Saint Germain,Album
1594,,,2.346,48.851,4b588679f964a5201c5c28e3,17018.0,Bookstore,878.0,FR,Paris,67 boulevard Saint Germain,Album
1595,,,2.346,48.851,4b588679f964a5201c5c28e3,17018.0,Bookstore,678.0,FR,Paris,67 boulevard Saint Germain,Album
1596,,,2.347,48.853,4adcda21f964a520f23921e3,17018.0,Bookstore,276.0,FR,Paris,37 rue de la Bûcherie,Shakespeare & Company
1597,,,2.347,48.853,4adcda21f964a520f23921e3,17018.0,Bookstore,1027.0,FR,Paris,37 rue de la Bûcherie,Shakespeare & Company
1598,,,2.347,48.853,4adcda21f964a520f23921e3,17018.0,Bookstore,853.0,FR,Paris,37 rue de la Bûcherie,Shakespeare & Company
1599,,,2.348,48.85,5b394cae92e7a9002c724cf9,13002.0,Bakery,387.0,FR,Paris,47ter boulevard Saint-Germain,La Maison d'Isabelle
1600,,,2.348,48.85,5b394cae92e7a9002c724cf9,13002.0,Bakery,726.0,FR,Paris,47ter boulevard Saint-Germain,La Maison d'Isabelle
1601,,,2.348,48.85,5b394cae92e7a9002c724cf9,13002.0,Bakery,1697.0,FR,Paris,47ter boulevard Saint-Germain,La Maison d'Isabelle
1602,,,2.348,48.85,5b394cae92e7a9002c724cf9,13002.0,Bakery,556.0,FR,Paris,47ter boulevard Saint-Germain,La Maison d'Isabelle
1603,,,2.343,48.85,4bc0790f4cdfc9b6b4de9221,10026.0,Indie Movie Theater,229.0,FR,Paris,9 rue Champollion,La Filmothèque du Quartier Latin
1604,,,2.343,48.85,4bc0790f4cdfc9b6b4de9221,10026.0,Indie Movie Theater,1422.0,FR,Paris,9 rue Champollion,La Filmothèque du Quartier Latin
1605,,,2.343,48.85,4bc0790f4cdfc9b6b4de9221,10026.0,Indie Movie Theater,929.0,FR,Paris,9 rue Champollion,La Filmothèque du Quartier Latin
1606,,,2.343,48.85,4bc0790f4cdfc9b6b4de9221,10026.0,Indie Movie Theater,708.0,FR,Paris,9 rue Champollion,La Filmothèque du Quartier Latin
1607,,,2.348,48.853,4c00046cc30a2d7fbeda111d,16041.0,Plaza,408.0,FR,Paris,place du Parvis-Notre-Dame,Parvis Notre-Dame — Place Jean-Paul II
1608,,,2.299,48.882,4c113790ce57c928a42383d2,13145.0,Fast Food Restaurant,158.0,FR,Paris,8 rue Gustave Flaubert,Il était une oie dans le Sud-Ouest
1609,,,2.299,48.882,4c113790ce57c928a42383d2,13145.0,Fast Food Restaurant,851.0,FR,Paris,8 rue Gustave Flaubert,Il était une oie dans le Sud-Ouest
1610,,,2.299,48.882,4c113790ce57c928a42383d2,13145.0,Fast Food Restaurant,998.0,FR,Paris,8 rue Gustave Flaubert,Il était une oie dans le Sud-Ouest
1611,,,2.299,48.883,4c224a3611de20a1b7a084ce,13002.0,Bakery,220.0,FR,Paris,143 rue de Courcelles,Boulangerie-Pâtisserie Lohezic
1612,,,2.299,48.883,4c224a3611de20a1b7a084ce,13002.0,Bakery,825.0,FR,Paris,143 rue de Courcelles,Boulangerie-Pâtisserie Lohezic
1613,,,2.296,48.88,4d602544865a224b2091a785,13148.0,French Restaurant,441.0,FR,Paris,16 rue Saussier Leroy,L'Huîtrier
1614,,,2.296,48.88,4d602544865a224b2091a785,13148.0,French Restaurant,710.0,FR,Paris,16 rue Saussier Leroy,L'Huîtrier
1615,,,2.296,48.88,4d602544865a224b2091a785,13148.0,French Restaurant,710.0,FR,Paris,16 rue Saussier Leroy,L'Huîtrier
1616,,,2.309,48.879,4adcda09f964a5200d3421e3,16032.0,Park,645.0,FR,Paris,35-41 boulevard de Courcelles,Parc Monceau
1617,,,2.296,48.877,5127d6aee4b0e1bb8f8a9f42,13236.0,Italian Restaurant,659.0,FR,Paris,14 rue de l'Etoile,La Cantina Chic
1618,,,2.296,48.877,5127d6aee4b0e1bb8f8a9f42,13236.0,Italian Restaurant,840.0,FR,Paris,14 rue de l'Etoile,La Cantina Chic
1619,,,2.296,48.877,5127d6aee4b0e1bb8f8a9f42,13236.0,Italian Restaurant,555.0,FR,Paris,14 rue de l'Etoile,La Cantina Chic
1620,,,2.301,48.877,4adcda15f964a520a53721e3,10037.0,Concert Hall,546.0,FR,Paris,252 rue du Faubourg Saint Honore 8th,Salle Pleyel
1621,,,2.301,48.877,4adcda15f964a520a53721e3,10037.0,Concert Hall,1195.0,FR,Paris,252 rue du Faubourg Saint Honore 8th,Salle Pleyel
1622,,,2.301,48.877,4adcda15f964a520a53721e3,10037.0,Concert Hall,978.0,FR,Paris,252 rue du Faubourg Saint Honore 8th,Salle Pleyel
1623,,,2.301,48.876,50abd239e4b0869279d6a3af,13263.0,Japanese Restaurant,716.0,FR,Paris,35-37 avenue Hoche,Matsuhisa Paris
1624,,,2.301,48.876,50abd239e4b0869279d6a3af,13263.0,Japanese Restaurant,1250.0,FR,Paris,35-37 avenue Hoche,Matsuhisa Paris
1625,,,2.301,48.876,50abd239e4b0869279d6a3af,13263.0,Japanese Restaurant,916.0,FR,Paris,35-37 avenue Hoche,Matsuhisa Paris
1626,,,2.297,48.873,4bd816a009ecb7135f03487c,17045.0,Jewelry Store,981.0,FR,Paris,154 avenue des Champs Elysées,Cartier
1627,,,2.297,48.873,4bd816a009ecb7135f03487c,17045.0,Jewelry Store,1266.0,FR,Paris,154 avenue des Champs Elysées,Cartier
1628,,,2.297,48.873,4bd816a009ecb7135f03487c,17045.0,Jewelry Store,742.0,FR,Paris,154 avenue des Champs Elysées,Cartier
1629,,,2.311,48.875,4bbddcf1593fef3b31ea0356,10027.0,Museum,1000.0,FR,Paris,158 boulevard Haussmann,Musée Jacquemart André
1630,,,2.301,48.872,5b982ec3f5e9d7002cc1cd2d,17023.0,Computers and Electronics Retail,1082.0,FR,Paris,114 avenue des Champs-Élysées,Apple Champs-Élysées
1631,,,2.301,48.872,5b982ec3f5e9d7002cc1cd2d,17023.0,Computers and Electronics Retail,1054.0,FR,Paris,114 avenue des Champs-Élysées,Apple Champs-Élysées
1632,,,2.291,48.876,4c45eb2df1b5c9b67e0278ef,13145.0,Fast Food Restaurant,740.0,FR,Paris,16 rue des Acacias,Le Crabe Marteau
1633,,,2.291,48.876,4c45eb2df1b5c9b67e0278ef,13145.0,Fast Food Restaurant,180.0,FR,Paris,16 rue des Acacias,Le Crabe Marteau
1634,,,2.365,48.872,4af31753f964a52092ea21e3,13003.0,Bar,163.0,FR,Paris,80-82 quai de Jemmapes,Le Comptoir Général
1635,,,2.364,48.873,4c012b5f9a950f47ffa308c6,17018.0,Bookstore,250.0,FR,Paris,83 quai de Valmy 10e,Artazart
1636,,,2.364,48.873,4c012b5f9a950f47ffa308c6,17018.0,Bookstore,994.0,FR,Paris,83 quai de Valmy 10e,Artazart
1637,,,2.362,48.873,529a070211d2dd104e654b40,13002.0,Bakery,402.0,FR,Paris,39 rue des Vinaigriers,Pâtisserie Boulangerie Liberté
1638,,,2.362,48.873,529a070211d2dd104e654b40,13002.0,Bakery,855.0,FR,Paris,39 rue des Vinaigriers,Pâtisserie Boulangerie Liberté
1639,,,2.36,48.87,5d3982ef052ad0000874b876,13002.0,Bakery,475.0,FR,Paris,32 rue de Château d'Eau,MaMiche
1640,,,2.364,48.877,4b62faecf964a520ff5b2ae3,19014.0,Hotel,638.0,FR,Paris,100 quai de Valmy,Canal Saint-Martin
1641,,,2.364,48.877,4b62faecf964a520ff5b2ae3,19014.0,Hotel,781.0,FR,Paris,100 quai de Valmy,Canal Saint-Martin
1642,,,2.357,48.87,5415ae4f498e9aee38f6a39e,13009.0,Cocktail Bar,654.0,FR,Paris,5 rue Bouchardon 10e,CopperBay
1643,,,2.33,48.873,4b673be3f964a520e5422be3,17033.0,Department Store,210.0,FR,Paris,35 boulevard Haussmann,Galeries Lafayette
1644,,,2.326,48.875,4eca363629c22cc60f820bdc,13298.0,Lebanese Restaurant,213.0,FR,Paris,8 rue de l'Isly,La Pause Libanaise
1645,,,2.332,48.872,4b54148df964a520b0b127e3,10039.0,Music Venue,348.0,FR,Paris,8 rue Scribe,Palais Garnier (Opéra Garnier)
1646,,,2.329,48.871,4adcda1af964a520dc3821e3,10037.0,Concert Hall,343.0,FR,Paris,10 square Edouard VII,Théâtre Edouard VII
1647,,,2.332,48.871,4bc30cc12a89ef3bf670f488,16041.0,Plaza,478.0,FR,Paris,Place. de l'Opéra,Place de l'Opéra
1648,,,2.328,48.87,4adcda15f964a520c53721e3,10037.0,Concert Hall,468.0,FR,Paris,28 boulevard des Capucines 9e,L'Olympia
1649,,,2.332,48.87,4c8b7bb1e51e6dcbf58a72de,17060.0,Candy Store,589.0,FR,Paris,49 avenue de l'Opéra,La Cure Gourmande
1650,,,2.331,48.841,4b9d145ff964a520ca8d36e3,13148.0,French Restaurant,543.0,FR,Paris,6 rue Léopold Robert,Le Bistrot des Campagnes
1651,,,2.331,48.841,4b9d145ff964a520ca8d36e3,13148.0,French Restaurant,1783.0,FR,Paris,6 rue Léopold Robert,Le Bistrot des Campagnes
1652,,,2.331,48.841,4b9d145ff964a520ca8d36e3,13148.0,French Restaurant,437.0,FR,Paris,6 rue Léopold Robert,Le Bistrot des Campagnes
1653,,,2.342,48.845,4adcda08f964a5206f3321e3,13025.0,Wine Bar,898.0,FR,Paris,30 rue Gay Lussac 5e,Les Papilles
1654,,,2.342,48.845,4adcda08f964a5206f3321e3,13025.0,Wine Bar,740.0,FR,Paris,30 rue Gay Lussac 5e,Les Papilles
1655,,,2.342,48.845,4adcda08f964a5206f3321e3,13025.0,Wine Bar,1356.0,FR,Paris,30 rue Gay Lussac 5e,Les Papilles
1656,,,2.342,48.845,4adcda08f964a5206f3321e3,13025.0,Wine Bar,5987.0,FR,Paris,30 rue Gay Lussac 5e,Les Papilles
1657,,,2.342,48.845,4adcda08f964a5206f3321e3,13025.0,Wine Bar,555.0,FR,Paris,30 rue Gay Lussac 5e,Les Papilles
1658,,,2.337,48.847,55536fca498e1bf662c2ed7d,16016.0,Fountain,1045.0,FR,Paris,Jardin du Luxembourg,Grand Bassin du Jardin du Luxembourg
1659,,,2.337,48.847,55536fca498e1bf662c2ed7d,16016.0,Fountain,1131.0,FR,Paris,Jardin du Luxembourg,Grand Bassin du Jardin du Luxembourg
1660,,,2.337,48.847,55536fca498e1bf662c2ed7d,16016.0,Fountain,1772.0,FR,Paris,Jardin du Luxembourg,Grand Bassin du Jardin du Luxembourg
1661,,,2.337,48.847,55536fca498e1bf662c2ed7d,16016.0,Fountain,921.0,FR,Paris,Jardin du Luxembourg,Grand Bassin du Jardin du Luxembourg
1662,,,2.337,48.847,55536fca498e1bf662c2ed7d,16016.0,Fountain,619.0,FR,Paris,Jardin du Luxembourg,Grand Bassin du Jardin du Luxembourg
1663,,,2.34,48.846,4ba8b203f964a520a6e739e3,16017.0,Garden,1059.0,FR,Paris,6e Arrondissement,Luxembourg Garden (Jardin du Luxembourg)
1664,,,2.34,48.846,4ba8b203f964a520a6e739e3,16017.0,Garden,1184.0,FR,Paris,6e Arrondissement,Luxembourg Garden (Jardin du Luxembourg)
1665,,,2.34,48.846,4ba8b203f964a520a6e739e3,16017.0,Garden,1818.0,FR,Paris,6e Arrondissement,Luxembourg Garden (Jardin du Luxembourg)
